(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(33167, 30, 4);[100, 10, 1, 50];161;קיאן;8842;(2, 23, 8, 10, 8842);צדיקים;4;(2, 23, 8, 37, 33167);ושחד לא תקח כי השחד יעור פקחים ויסלף דברי צדיקים
(28613, 32, 4);[100, 10, 1, 50];161;קיאן;7554;(2, 19, 19, 11, 7554);בקול;2;(2, 19, 19, 43, 28613);ויהי קול השפר הולך וחזק מאד משה ידבר והאלהים יעננו בקול
(25094, 41, 4);[100, 10, 1, 50];161;קיאן;6595;(2, 16, 35, 19, 6595);קצה;1;(2, 16, 35, 59, 25094);ובני ישראל אכלו את המן ארבעים שנה עד באם אל ארץ נושבת את המן אכלו עד באם אל קצה ארץ כנען
(1830, 42, 4);[100, 10, 1, 50];161;קיאן;472;(2, 2, 16, 10, 472);להשקות;4;(2, 2, 16, 47, 1830);ולכהן מדין שבע בנות ותבאנה ותדלנה ותמלאנה את הרהטים להשקות צאן אביהן
(13931, 47, 4);[100, 10, 1, 50];161;קיאן;3642;(2, 10, 7, 10, 3642);למוקש;4;(2, 10, 7, 36, 13931);ויאמרו עבדי פרעה אליו עד מתי יהיה זה לנו למוקש שלח את האנשים ויעבדו את יהוה אלהיהם הטרם תדע כי אבדה מצרים
(20903, 50, 4);[100, 10, 1, 50];161;קיאן;5503;(2, 14, 17, 3, 5503);מחזק;4;(2, 14, 17, 12, 20903);ואני הנני מחזק את לב מצרים ויבאו אחריהם ואכבדה בפרעה ובכל חילו ברכבו ובפרשיו
(30613, 51, 4);[100, 10, 1, 50];161;קיאן;8106;(2, 21, 14, 10, 8106);תקחנו;2;(2, 21, 14, 35, 30613);וכי יזד איש על רעהו להרגו בערמה מעם מזבחי תקחנו למות
(37330, 59, 4);[100, 10, 1, 50];161;קיאן;9906;(2, 26, 4, 8, 9906);מקצה;2;(2, 26, 4, 30, 37330);ועשית ללאת תכלת על שפת היריעה האחת מקצה בחברת וכן תעשה בשפת היריעה הקיצונה במחברת השנית
(1874, 60, 4);[100, 10, 1, 50];161;קיאן;481;(2, 2, 17, 7, 481);וישק;4;(2, 2, 17, 34, 1874);ויבאו הרעים ויגרשום ויקם משה ויושען וישק את צאנם
(61412, 64, 4);[100, 10, 1, 50];161;קיאן;16135;(2, 39, 33, 11, 16135);קרסיו;1;(2, 39, 33, 34, 61412);ויביאו את המשכן אל משה את האהל ואת כל כליו קרסיו קרשיו בריחו ועמדיו ואדניו
(16177, 65, 4);[100, 10, 1, 50];161;קיאן;4262;(2, 12, 6, 13, 4262);קהל;1;(2, 12, 6, 44, 16177);והיה לכם למשמרת עד ארבעה עשר יום לחדש הזה ושחטו אתו כל קהל עדת ישראל בין הערבים
(51559, 67, 4);[100, 10, 1, 50];161;קיאן;13605;(2, 34, 10, 23, 13605);בקרבו;2;(2, 34, 10, 79, 51559);ויאמר הנה אנכי כרת ברית נגד כל עמך אעשה נפלאת אשר לא נבראו בכל הארץ ובכל הגוים וראה כל העם אשר אתה בקרבו את מעשה יהוה כי נורא הוא אשר אני עשה עמך
(28820, 68, 4);[100, 10, 1, 50];161;קיאן;7615;(2, 19, 23, 20, 7615);וקדשתו;2;(2, 19, 23, 63, 28820);ויאמר משה אל יהוה לא יוכל העם לעלת אל הר סיני כי אתה העדתה בנו לאמר הגבל את ההר וקדשתו
(57238, 68, 4);[100, 10, 1, 50];161;קיאן;15072;(2, 37, 13, 1, 15072);ויצק;4;(2, 37, 13, 4, 57238);ויצק לו ארבע טבעת זהב ויתן את הטבעת על ארבע הפאת אשר לארבע רגליו
(61795, 68, 4);[100, 10, 1, 50];161;קיאן;16238;(2, 39, 41, 8, 16238);הקדש;2;(2, 39, 41, 26, 61795);את בגדי השרד לשרת בקדש את בגדי הקדש לאהרן הכהן ואת בגדי בניו לכהן
(59911, 79, 4);[100, 10, 1, 50];161;קיאן;15741;(2, 39, 3, 5, 15741);וקצץ;2;(2, 39, 3, 17, 59911);וירקעו את פחי הזהב וקצץ פתילם לעשות בתוך התכלת ובתוך הארגמן ובתוך תולעת השני ובתוך השש מעשה חשב
(45617, 83, 4);[100, 10, 1, 50];161;קיאן;12006;(2, 30, 13, 10, 12006);הקדש;2;(2, 30, 13, 35, 45617);זה יתנו כל העבר על הפקדים מחצית השקל בשקל הקדש עשרים גרה השקל מחצית השקל תרומה ליהוה
(32, 85, 4);[100, 10, 1, 50];161;קיאן;8;(2, 1, 1, 8, 8);יעקב;3;(2, 1, 1, 32, 32);ואלה שמות בני ישראל הבאים מצרימה את יעקב איש וביתו באו
(39697, 86, 4);[100, 10, 1, 50];161;קיאן;10476;(2, 27, 12, 5, 10476);קלעים;1;(2, 27, 12, 15, 39697);ורחב החצר לפאת ים קלעים חמשים אמה עמדיהם עשרה ואדניהם עשרה
(3647, 90, 4);[100, 10, 1, 50];161;קיאן;940;(2, 3, 20, 11, 940);בקרבו;2;(2, 3, 20, 42, 3647);ושלחתי את ידי והכיתי את מצרים בכל נפלאתי אשר אעשה בקרבו ואחרי כן ישלח אתכם
(7971, 92, 4);[100, 10, 1, 50];161;קיאן;2069;(2, 6, 25, 4, 2069);לקח;2;(2, 6, 25, 14, 7971);ואלעזר בן אהרן לקח לו מבנות פוטיאל לו לאשה ותלד לו את פינחס אלה ראשי אבות הלוים למשפחתם
(46223, 96, 4);[100, 10, 1, 50];161;קיאן;12161;(2, 30, 25, 12, 12161);קדש;1;(2, 30, 25, 41, 46223);ועשית אתו שמן משחת קדש רקח מרקחת מעשה רקח שמן משחת קדש יהיה
(1112, 100, 4);[100, 10, 1, 50];161;קיאן;283;(2, 2, 4, 3, 283);מרחק;4;(2, 2, 4, 13, 1112);ותתצב אחתו מרחק לדעה מה יעשה לו
(45610, 100, 4);[100, 10, 1, 50];161;קיאן;12004;(2, 30, 13, 8, 12004);השקל;3;(2, 30, 13, 28, 45610);זה יתנו כל העבר על הפקדים מחצית השקל בשקל הקדש עשרים גרה השקל מחצית השקל תרומה ליהוה
(46624, 100, 4);[100, 10, 1, 50];161;קיאן;12273;(2, 30, 36, 1, 12273);ושחקת;4;(2, 30, 36, 4, 46624);ושחקת ממנה הדק ונתתה ממנה לפני העדת באהל מועד אשר אועד לך שמה קדש קדשים תהיה לכם
(50141, 3, 4);[300, 8, 30, 5];343;שחלה;13212;(2, 33, 8, 10, 13212);איש;3;(2, 33, 8, 35, 50141);והיה כצאת משה אל האהל יקומו כל העם ונצבו איש פתח אהלו והביטו אחרי משה עד באו האהלה
(25704, 5, 4);[300, 8, 30, 5];343;שחלה;6759;(2, 17, 10, 6, 6759);משה;2;(2, 17, 10, 20, 25704);ויעש יהושע כאשר אמר לו משה להלחם בעמלק ומשה אהרן וחור עלו ראש הגבעה
(1394, 7, 4);[300, 8, 30, 5];343;שחלה;361;(2, 2, 9, 14, 361);שכרך;1;(2, 2, 9, 47, 1394);ותאמר לה בת פרעה היליכי את הילד הזה והינקהו לי ואני אתן את שכרך ותקח האשה הילד ותניקהו
(34459, 9, 4);[300, 8, 30, 5];343;שחלה;9176;(2, 24, 1, 14, 9176);והשתחויתם;3;(2, 24, 1, 55, 34459);ואל משה אמר עלה אל יהוה אתה ואהרן נדב ואביהוא ושבעים מזקני ישראל והשתחויתם מרחק
(18580, 11, 4);[300, 8, 30, 5];343;שחלה;4892;(2, 12, 48, 14, 4892);לעשתו;3;(2, 12, 48, 45, 18580);וכי יגור אתך גר ועשה פסח ליהוה המול לו כל זכר ואז יקרב לעשתו והיה כאזרח הארץ וכל ערל לא יאכל בו
(38485, 13, 4);[300, 8, 30, 5];343;שחלה;10181;(2, 26, 25, 17, 10181);הקרש;4;(2, 26, 25, 69, 38485);והיו שמנה קרשים ואדניהם כסף ששה עשר אדנים שני אדנים תחת הקרש האחד ושני אדנים תחת הקרש האחד
(43243, 13, 4);[300, 8, 30, 5];343;שחלה;11391;(2, 29, 16, 1, 11391);ושחטת;2;(2, 29, 16, 2, 43243);ושחטת את האיל ולקחת את דמו וזרקת על המזבח סביב
(44537, 16, 4);[300, 8, 30, 5];343;שחלה;11729;(2, 29, 37, 10, 11729);קדש;3;(2, 29, 37, 39, 44537);שבעת ימים תכפר על המזבח וקדשת אתו והיה המזבח קדש קדשים כל הנגע במזבח יקדש
(14884, 19, 4);[300, 8, 30, 5];343;שחלה;3905;(2, 10, 22, 13, 3905);שלשת;1;(2, 10, 22, 41, 14884);ויט משה את ידו על השמים ויהי חשך אפלה בכל ארץ מצרים שלשת ימים
(54584, 22, 4);[300, 8, 30, 5];343;שחלה;14407;(2, 35, 35, 15, 14407);ובשש;3;(2, 35, 35, 60, 54584);מלא אתם חכמת לב לעשות כל מלאכת חרש וחשב ורקם בתכלת ובארגמן בתולעת השני ובשש וארג עשי כל מלאכה וחשבי מחשבת
(62529, 22, 4);[300, 8, 30, 5];343;שחלה;16440;(2, 40, 16, 4, 16440);אשר;2;(2, 40, 16, 12, 62529);ויעש משה ככל אשר צוה יהוה אתו כן עשה
(62905, 23, 4);[300, 8, 30, 5];343;שחלה;16543;(2, 40, 23, 11, 16543);משה;2;(2, 40, 23, 38, 62905);ויערך עליו ערך לחם לפני יהוה כאשר צוה יהוה את משה
(39728, 24, 4);[300, 8, 30, 5];343;שחלה;10482;(2, 27, 12, 11, 10482);עשרה;2;(2, 27, 12, 46, 39728);ורחב החצר לפאת ים קלעים חמשים אמה עמדיהם עשרה ואדניהם עשרה
(42038, 25, 4);[300, 8, 30, 5];343;שחלה;11071;(2, 28, 36, 1, 11071);ועשית;3;(2, 28, 36, 3, 42038);ועשית ציץ זהב טהור ופתחת עליו פתוחי חתם קדש ליהוה
(3056, 26, 4);[300, 8, 30, 5];343;שחלה;793;(2, 3, 13, 10, 793);ישראל;2;(2, 3, 13, 32, 3056);ויאמר משה אל האלהים הנה אנכי בא אל בני ישראל ואמרתי להם אלהי אבותיכם שלחני אליכם ואמרו לי מה שמו מה אמר אלהם
(37254, 26, 4);[300, 8, 30, 5];343;שחלה;9886;(2, 26, 3, 1, 9886);חמש;3;(2, 26, 3, 3, 37254);חמש היריעת תהיין חברת אשה אל אחתה וחמש יריעת חברת אשה אל אחתה
(61233, 27, 4);[300, 8, 30, 5];343;שחלה;16085;(2, 39, 30, 5, 16085);הקדש;4;(2, 39, 30, 17, 61233);ויעשו את ציץ נזר הקדש זהב טהור ויכתבו עליו מכתב פתוחי חותם קדש ליהוה
(59064, 31, 4);[300, 8, 30, 5];343;שחלה;15524;(2, 38, 19, 10, 15524);וחשקיהם;3;(2, 38, 19, 50, 59064);ועמדיהם ארבעה ואדניהם ארבעה נחשת וויהם כסף וצפוי ראשיהם וחשקיהם כסף
(31099, 32, 4);[300, 8, 30, 5];343;שחלה;8244;(2, 21, 27, 5, 8244);שן;1;(2, 21, 27, 12, 31099);ואם שן עבדו או שן אמתו יפיל לחפשי ישלחנו תחת שנו
(35130, 32, 4);[300, 8, 30, 5];343;שחלה;9350;(2, 24, 14, 4, 9350);שבו;1;(2, 24, 14, 13, 35130);ואל הזקנים אמר שבו לנו בזה עד אשר נשוב אליכם והנה אהרן וחור עמכם מי בעל דברים יגש אלהם
(61607, 33, 4);[300, 8, 30, 5];343;שחלה;16185;(2, 39, 38, 6, 16185);המשחה;3;(2, 39, 38, 20, 61607);ואת מזבח הזהב ואת שמן המשחה ואת קטרת הסמים ואת מסך פתח האהל
(44499, 35, 4);[300, 8, 30, 5];343;שחלה;11720;(2, 29, 37, 1, 11720);שבעת;1;(2, 29, 37, 1, 44499);שבעת ימים תכפר על המזבח וקדשת אתו והיה המזבח קדש קדשים כל הנגע במזבח יקדש
(31936, 42, 4);[300, 8, 30, 5];343;שחלה;8488;(2, 22, 6, 17, 8488);שנים;1;(2, 22, 6, 54, 31936);כי יתן איש אל רעהו כסף או כלים לשמר וגנב מבית האיש אם ימצא הגנב ישלם שנים
(44642, 47, 4);[300, 8, 30, 5];343;שחלה;11757;(2, 29, 40, 1, 11757);ועשרן;3;(2, 29, 40, 3, 44642);ועשרן סלת בלול בשמן כתית רבע ההין ונסך רביעת ההין יין לכבש האחד
(55192, 47, 4);[300, 8, 30, 5];343;שחלה;14564;(2, 36, 9, 5, 14564);ועשרים;3;(2, 36, 9, 20, 55192);ארך היריעה האחת שמנה ועשרים באמה ורחב ארבע באמה היריעה האחת מדה אחת לכל היריעת
(7504, 48, 4);[300, 8, 30, 5];343;שחלה;1955;(2, 6, 15, 2, 1955);שמעון;1;(2, 6, 15, 5, 7504);ובני שמעון ימואל וימין ואהד ויכין וצחר ושאול בן הכנענית אלה משפחת שמעון
(11015, 48, 4);[300, 8, 30, 5];343;שחלה;2861;(2, 8, 20, 1, 2861);ויעש;4;(2, 8, 20, 4, 11015);ויעש יהוה כן ויבא ערב כבד ביתה פרעה ובית עבדיו ובכל ארץ מצרים תשחת הארץ מפני הערב
(60053, 51, 4);[300, 8, 30, 5];343;שחלה;15775;(2, 39, 5, 13, 15775);ושש;3;(2, 39, 5, 54, 60053);וחשב אפדתו אשר עליו ממנו הוא כמעשהו זהב תכלת וארגמן ותולעת שני ושש משזר כאשר צוה יהוה את משה
(58608, 52, 4);[300, 8, 30, 5];343;שחלה;15422;(2, 38, 11, 6, 15422);עשרים;2;(2, 38, 11, 25, 58608);ולפאת צפון מאה באמה עמודיהם עשרים ואדניהם עשרים נחשת ווי העמודים וחשקיהם כסף
(15877, 53, 4);[300, 8, 30, 5];343;שחלה;4178;(2, 11, 10, 16, 4178);שלח;1;(2, 11, 10, 55, 15877);ומשה ואהרן עשו את כל המפתים האלה לפני פרעה ויחזק יהוה את לב פרעה ולא שלח את בני ישראל מארצו
(34409, 59, 4);[300, 8, 30, 5];343;שחלה;9164;(2, 24, 1, 2, 9164);משה;2;(2, 24, 1, 5, 34409);ואל משה אמר עלה אל יהוה אתה ואהרן נדב ואביהוא ושבעים מזקני ישראל והשתחויתם מרחק
(60622, 59, 4);[300, 8, 30, 5];343;שחלה;15925;(2, 39, 18, 9, 15925);המשבצת;3;(2, 39, 18, 30, 60622);ואת שתי קצות שתי העבתת נתנו על שתי המשבצת ויתנם על כתפת האפד אל מול פניו
(55509, 60, 4);[300, 8, 30, 5];343;שחלה;14642;(2, 36, 14, 7, 14642);עשתי;2;(2, 36, 14, 26, 55509);ויעש יריעת עזים לאהל על המשכן עשתי עשרה יריעת עשה אתם
(37765, 61, 4);[300, 8, 30, 5];343;שחלה;10008;(2, 26, 11, 3, 10008);נחשת;3;(2, 26, 11, 12, 37765);ועשית קרסי נחשת חמשים והבאת את הקרסים בללאת וחברת את האהל והיה אחד
(52175, 62, 4);[300, 8, 30, 5];343;שחלה;13765;(2, 34, 23, 1, 13765);שלש;3;(2, 34, 23, 3, 52175);שלש פעמים בשנה יראה כל זכורך את פני האדן יהוה אלהי ישראל
(38092, 63, 4);[300, 8, 30, 5];343;שחלה;10089;(2, 26, 18, 4, 10089);למשכן;3;(2, 26, 18, 16, 38092);ועשית את הקרשים למשכן עשרים קרש לפאת נגבה תימנה
(62239, 63, 4);[300, 8, 30, 5];343;שחלה;16362;(2, 40, 9, 10, 16362);אשר;2;(2, 40, 9, 34, 62239);ולקחת את שמן המשחה ומשחת את המשכן ואת כל אשר בו וקדשת אתו ואת כל כליו והיה קדש
(56403, 64, 4);[300, 8, 30, 5];343;שחלה;14857;(2, 36, 33, 7, 14857);הקרשים;4;(2, 36, 33, 28, 56403);ויעש את הבריח התיכן לברח בתוך הקרשים מן הקצה אל הקצה
(8748, 69, 4);[300, 8, 30, 5];343;שחלה;2277;(2, 7, 10, 6, 2277);ויעשו;4;(2, 7, 10, 22, 8748);ויבא משה ואהרן אל פרעה ויעשו כן כאשר צוה יהוה וישלך אהרן את מטהו לפני פרעה ולפני עבדיו ויהי לתנין
(52182, 69, 4);[300, 8, 30, 5];343;שחלה;13767;(2, 34, 23, 3, 13767);בשנה;2;(2, 34, 23, 10, 52182);שלש פעמים בשנה יראה כל זכורך את פני האדן יהוה אלהי ישראל
(1184, 74, 4);[300, 8, 30, 5];343;שחלה;304;(2, 2, 5, 17, 304);ותשלח;3;(2, 2, 5, 60, 1184);ותרד בת פרעה לרחץ על היאר ונערתיה הלכת על יד היאר ותרא את התבה בתוך הסוף ותשלח את אמתה ותקחה
(33362, 74, 4);[300, 8, 30, 5];343;שחלה;8889;(2, 23, 12, 12, 8889);וינפש;5;(2, 23, 12, 53, 33362);ששת ימים תעשה מעשיך וביום השביעי תשבת למען ינוח שורך וחמרך וינפש בן אמתך והגר
(55583, 78, 4);[300, 8, 30, 5];343;שחלה;14660;(2, 36, 15, 14, 14660);עשרה;2;(2, 36, 15, 57, 55583);ארך היריעה האחת שלשים באמה וארבע אמות רחב היריעה האחת מדה אחת לעשתי עשרה יריעת
(43784, 79, 4);[300, 8, 30, 5];343;שחלה;11534;(2, 29, 24, 1, 11534);ושמת;2;(2, 29, 24, 2, 43784);ושמת הכל על כפי אהרן ועל כפי בניו והנפת אתם תנופה לפני יהוה
(21352, 80, 4);[300, 8, 30, 5];343;שחלה;5612;(2, 14, 24, 10, 5612);אש;2;(2, 14, 24, 41, 21352);ויהי באשמרת הבקר וישקף יהוה אל מחנה מצרים בעמוד אש וענן ויהם את מחנה מצרים
(38451, 85, 4);[300, 8, 30, 5];343;שחלה;10173;(2, 26, 25, 9, 10173);שני;1;(2, 26, 25, 35, 38451);והיו שמנה קרשים ואדניהם כסף ששה עשר אדנים שני אדנים תחת הקרש האחד ושני אדנים תחת הקרש האחד
(40883, 87, 4);[300, 8, 30, 5];343;שחלה;10771;(2, 28, 13, 1, 10771);ועשית;3;(2, 28, 13, 3, 40883);ועשית משבצת זהב
(48827, 88, 4);[300, 8, 30, 5];343;שחלה;12849;(2, 32, 20, 10, 12849);אשר;2;(2, 32, 20, 33, 48827);ויקח את העגל אשר עשו וישרף באש ויטחן עד אשר דק ויזר על פני המים וישק את בני ישראל
(62322, 91, 4);[300, 8, 30, 5];343;שחלה;16385;(2, 40, 11, 1, 16385);ומשחת;3;(2, 40, 11, 3, 62322);ומשחת את הכיר ואת כנו וקדשת אתו
(5053, 93, 4);[300, 8, 30, 5];343;שחלה;1319;(2, 4, 22, 9, 1319);ישראל;2;(2, 4, 22, 29, 5053);ואמרת אל פרעה כה אמר יהוה בני בכרי ישראל
(2672, 96, 4);[300, 8, 30, 5];343;שחלה;692;(2, 3, 7, 14, 692);נגשיו;3;(2, 3, 7, 54, 2672);ויאמר יהוה ראה ראיתי את עני עמי אשר במצרים ואת צעקתם שמעתי מפני נגשיו כי ידעתי את מכאביו
(22553, 98, 4);[300, 8, 30, 5];343;שחלה;5919;(2, 15, 19, 8, 5919);וישב;3;(2, 15, 19, 29, 22553);כי בא סוס פרעה ברכבו ובפרשיו בים וישב יהוה עלהם את מי הים ובני ישראל הלכו ביבשה בתוך הים
(38465, 99, 4);[300, 8, 30, 5];343;שחלה;10176;(2, 26, 25, 12, 10176);הקרש;4;(2, 26, 25, 49, 38465);והיו שמנה קרשים ואדניהם כסף ששה עשר אדנים שני אדנים תחת הקרש האחד ושני אדנים תחת הקרש האחד
(31233, 100, 4);[300, 8, 30, 5];343;שחלה;8281;(2, 21, 29, 12, 8281);איש;3;(2, 21, 29, 48, 31233);ואם שור נגח הוא מתמל שלשם והועד בבעליו ולא ישמרנו והמית איש או אשה השור יסקל וגם בעליו יומת
