(5, 1, 41, 42, 2300);כ;כ;ו;נ;מ;ח;ל;נ;ו;ה;ל;ע;נ;ו;נ;ח;נ;א;ה;ו;ה;י;ל;ו;נ;א;ט;ח;י;ל;א;ו;ר;מ;א;ת;ו;ו;נ;ע;ת;ו;ף;ו;ס;ם;י;ך;ר;ד;(5, 1, 40, 21, 2251)
(5, 1, 41, 92, 2350);ה;ה;ת;ל;ע;ל;ו;נ;י;ה;ת;ו;ו;ת;מ;ח;ל;מ;י;ל;כ;ת;א;ש;י;א;ו;ר;ג;ח;ת;ו;ו;נ;י;ה;ל;א;ה;ו;ה;י;ו;נ;ו;צ;ר;ש;א;ל;(5, 1, 41, 43, 2301)
(5, 1, 42, 48, 2400);א;ל;ו;ם;כ;ב;ר;ק;ב;י;נ;נ;י;א;י;כ;ו;מ;ח;ל;ת;א;ל;ו;ו;ל;ע;ת;א;ל;ם;ה;ל;ר;מ;א;י;ל;א;ה;ו;ה;י;ר;מ;א;י;ו;ה;ר;(5, 1, 41, 93, 2351)
(5, 1, 43, 35, 2450);ד;ז;ת;ו;ה;ו;ה;י;י;פ;ת;א;ו;ר;מ;ת;ו;ם;ת;ע;מ;ש;א;ל;ו;ם;כ;י;ל;א;ר;ב;ד;א;ו;ם;כ;י;ב;י;א;י;נ;פ;ל;ו;פ;ג;נ;ת;(5, 1, 42, 49, 2401)
(5, 1, 44, 40, 2500);ש;א;כ;ם;כ;ת;א;ו;פ;ד;ר;י;ו;ם;כ;ת;א;ר;ק;ל;א;ו;ה;ה;ר;ה;ב;ב;ש;י;ה;י;ר;מ;א;ה;א;צ;י;ו;ה;ר;ה;ה;ו;ל;ע;ת;ו;ו;(5, 1, 43, 36, 2451)
(5, 1, 45, 17, 2550);ו;ה;י;י;נ;פ;ל;ו;כ;ב;ת;ו;ו;ב;ש;ת;ו;ה;מ;ר;ח;ד;ע;ר;י;ע;ש;ב;ם;כ;ת;א;ו;ת;כ;י;ו;ם;י;ר;ב;ד;ה;ה;נ;י;ש;ע;ת;ר;(5, 1, 44, 41, 2501)
(5, 1, 46, 21, 2600);י;מ;י;כ;ם;י;ב;ר;ם;י;מ;י;ש;ד;ק;ב;ו;ב;ש;ת;ו;ם;כ;י;ל;א;ן;י;ז;א;ה;א;ל;ו;ם;כ;ל;ק;ב;ה;ו;ה;י;ע;מ;ש;א;ל;ו;ה;(5, 1, 45, 18, 2551)
(5, 2, 1, 41, 2650);א;ב;ס;נ;ו;י;ל;א;ה;ו;ה;י;ר;ב;ד;ר;ש;א;כ;ף;ו;ס;ם;י;ך;ר;ד;ה;ר;ב;ד;מ;ה;ע;ס;נ;ו;ן;פ;נ;ו;ם;ת;ב;ש;י;ר;ש;א;ם;(5, 1, 46, 22, 2601)
(5, 2, 3, 19, 2700);ל;ו;נ;פ;ה;ז;ה;ר;ה;ה;ת;א;ב;ס;ם;כ;ל;ב;ר;ר;מ;א;ל;י;ל;א;ה;ו;ה;י;ר;מ;א;י;ו;ם;י;ב;ר;ם;י;מ;י;ר;י;ע;ש;ר;ה;ת;(5, 2, 1, 42, 2651)
(5, 2, 4, 44, 2750);ש;ב;ם;י;ב;ש;י;ה;ו;ש;ע;י;נ;ב;ם;כ;י;ח;א;ל;ו;ב;ג;ב;ם;י;ר;ב;ע;ם;ת;א;ר;מ;א;ל;ו;צ;ם;ע;ה;ת;א;ו;ה;נ;פ;צ;ם;כ;(5, 2, 3, 20, 2701)
(5, 2, 5, 28, 2800);ד;מ;ד;ע;ם;צ;ר;א;מ;ם;כ;ל;ן;ת;א;א;ל;י;כ;ם;ב;ו;ר;ג;ת;ת;ל;א;ד;א;מ;ם;ת;ר;מ;ש;נ;ו;ם;כ;מ;ו;א;ר;י;י;ו;ר;י;ע;(5, 2, 4, 45, 2751)
(5, 2, 6, 21, 2850);ת;ל;כ;א;ו;ף;ס;כ;ב;ם;ת;א;מ;ו;ר;ב;ש;ת;ל;כ;א;ר;י;ע;ש;ר;ה;ת;א;י;ת;ת;נ;ו;ש;ע;ל;ה;ש;ר;י;י;כ;ל;ג;ר;ף;כ;ך;ר;(5, 2, 5, 29, 2801)
(5, 2, 7, 25, 2900);ך;ד;י;ה;ש;ע;מ;ל;כ;ב;ך;כ;ר;ב;ך;י;ה;ל;א;ה;ו;ה;י;י;כ;ם;ת;י;ת;ש;ו;ף;ס;כ;ב;ם;ת;א;מ;ו;ר;כ;ת;ם;י;מ;ם;ג;ו;ם;(5, 2, 6, 22, 2851)
(5, 2, 7, 75, 2950);ת;ר;ס;ח;א;ל;ך;מ;ע;ך;י;ה;ל;א;ה;ו;ה;י;ה;נ;ש;ם;י;ע;ב;ר;א;ה;ז;ה;ז;ה;ל;ד;ג;ה;ר;ב;ד;מ;ה;ת;א;ך;ת;כ;ל;ע;ד;י;(5, 2, 7, 26, 2901)
(5, 2, 8, 47, 3000);ע;מ;ו;ת;ל;י;א;מ;ה;ב;ר;ע;ה;ך;ר;ד;מ;ר;י;ע;ש;ב;ם;י;ב;ש;י;ה;ו;ש;ע;י;נ;ב;ו;נ;י;ח;א;ת;א;מ;ר;ב;ע;נ;ו;ר;ב;ד;(5, 2, 7, 76, 2951)
(5, 2, 9, 24, 3050);ו;ב;א;ו;מ;ת;א;ר;צ;ת;ל;א;י;ל;א;ה;ו;ה;י;ר;מ;א;י;ו;ב;א;ו;מ;ר;ב;ד;מ;ך;ר;ד;ר;ב;ע;נ;ו;ן;פ;נ;ו;ר;ב;ג;ן;י;צ;(5, 2, 8, 48, 3001)
(5, 2, 9, 74, 3100);ר;י;ר;ע;ת;א;י;ת;ת;נ;ט;ו;ל;י;נ;ב;ל;י;כ;ה;ש;ר;י;ו;צ;ר;א;מ;ך;ל;ן;ת;א;א;ל;י;כ;ה;מ;ח;ל;מ;ם;ב;ר;ג;ת;ת;ל;א;(5, 2, 9, 25, 3051)
(5, 2, 11, 14, 3150);ם;ה;ף;א;ו;ב;ש;ח;י;ם;י;א;פ;ר;ם;י;ק;נ;ע;כ;ם;ר;ו;ב;ר;ו;ל;ו;ד;ג;ם;ע;ה;ב;ו;ב;ש;י;ם;י;נ;פ;ל;ם;י;מ;א;ה;ה;ש;(5, 2, 9, 75, 3101)
(5, 2, 12, 25, 3200);ע;י;נ;ב;ו;ם;י;נ;פ;ל;ם;י;ר;ח;ה;ו;ב;ש;י;ר;י;ע;ש;ב;ו;ם;י;מ;א;ם;ה;ל;ו;א;ר;ק;י;ם;י;ב;א;מ;ה;ו;ם;י;ק;נ;ע;כ;(5, 2, 11, 15, 3151)
(5, 2, 12, 75, 3250);ש;ר;י;ץ;ר;א;ל;ל;א;ר;ש;י;ה;ש;ע;ר;ש;א;כ;ם;ת;ח;ת;ו;ב;ש;י;ו;ם;ה;י;נ;פ;מ;ם;ו;ד;י;מ;ש;י;ו;ם;ו;ש;ר;י;י;ו;ש;(5, 2, 12, 26, 3201)
(5, 2, 13, 35, 3300);ד;ר;ז;ל;ח;נ;ת;א;ר;ב;ע;נ;ו;ד;ר;ז;ל;ח;נ;ת;א;ם;כ;ל;ו;ר;ב;ע;ו;ו;מ;ק;ה;ת;ע;ם;ה;ל;ה;ו;ה;י;ן;ת;נ;ר;ש;א;ו;ת;(5, 2, 12, 76, 3251)
(5, 2, 14, 50, 3350);ה;נ;מ;ש;ו;ם;י;ש;ל;ש;ד;ר;ז;ל;ח;נ;ת;א;ו;נ;ר;ב;ע;ר;ש;א;ד;ע;ע;נ;ר;ב;ש;ד;ק;מ;ו;נ;כ;ל;ה;ר;ש;א;ם;י;מ;י;ה;ו;(5, 2, 14, 1, 3301)
(5, 2, 15, 3, 3400);ם;ג;ו;ם;ה;ל;ה;ו;ה;י;ע;ב;ש;נ;ר;ש;א;כ;ה;נ;ח;מ;ה;ב;ר;ק;מ;ה;מ;ח;ל;מ;ה;י;ש;נ;א;ר;ו;ד;ה;ל;כ;ם;ת;ד;ע;ה;נ;ש;(5, 2, 14, 51, 3351)
(5, 2, 16, 20, 3450);ל;מ;ה;י;ש;נ;א;ל;כ;ו;מ;ת;ר;ש;א;כ;י;ה;י;ו;ם;מ;ת;ד;ע;ה;נ;ח;מ;ה;ב;ר;ק;מ;ם;מ;ה;ל;ם;ב;ה;ת;י;ה;ה;ו;ה;י;ד;י;(5, 2, 15, 4, 3401)
(5, 2, 18, 20, 3500);ב;א;ו;מ;ל;ו;ב;ג;ת;א;ם;ו;י;ה;ר;ב;ע;ה;ת;א;ר;מ;א;ל;י;ל;א;ה;ו;ה;י;ר;ב;ד;י;ו;ם;ע;ה;ב;ר;ק;מ;ת;ו;מ;ל;ה;מ;ח;(5, 2, 16, 21, 3451)
(5, 2, 19, 46, 3550);מ;ע;י;נ;ב;ץ;ר;א;מ;ן;ת;א;א;ל;י;כ;ם;ב;ר;ג;ת;ת;ל;א;ו;ם;ר;צ;ת;ל;א;ן;ו;מ;ע;י;נ;ב;ל;ו;מ;ת;ב;ר;ק;ו;ר;ע;ת;א;(5, 2, 18, 21, 3501)
(5, 2, 20, 24, 3600);ש;י;ם;י;א;פ;ר;א;ו;ה;ף;א;ב;ש;ח;ת;ם;י;א;פ;ר;ץ;ר;א;ה;ש;ר;י;ה;י;ת;ת;נ;ט;ו;ל;י;נ;ב;ל;י;כ;ה;ש;ר;י;ך;ל;ן;ו;(5, 2, 19, 47, 3551)
(5, 2, 21, 20, 3650);י;ו;ם;י;ק;נ;ע;כ;ם;ר;ו;ב;ר;ו;ל;ו;ד;ג;ם;ע;ם;י;מ;ז;מ;ז;ם;ה;ל;ו;א;ר;ק;י;ם;י;נ;מ;ע;ה;ו;ם;י;נ;פ;ל;ה;ב;ו;ב;(5, 2, 20, 25, 3601)
(5, 2, 22, 20, 3700);ם;י;ב;ש;י;ה;ו;ש;ע;י;נ;ב;ל;ה;ש;ע;ר;ש;א;כ;ם;ת;ח;ת;ו;ב;ש;י;ו;ם;ש;ר;י;י;ו;ם;ה;י;נ;פ;מ;ה;ו;ה;י;ם;ד;י;מ;ש;(5, 2, 21, 21, 3651)
(5, 2, 23, 1, 3750);ו;ה;ז;ה;ם;ו;י;ה;ד;ע;ם;ת;ח;ת;ו;ב;ש;י;ו;ם;ש;ר;י;י;ו;ם;ה;י;נ;פ;מ;י;ר;ח;ה;ת;א;ד;י;מ;ש;ה;ר;ש;א;ר;י;ע;ש;ב;(5, 2, 22, 21, 3701)
(5, 2, 23, 51, 3800);ו;ב;ש;י;ו;ם;ד;י;מ;ש;ה;ר;ת;פ;כ;מ;ם;י;א;צ;י;ה;ם;י;ר;ת;פ;כ;ה;ז;ע;ד;ע;ם;י;ר;צ;ח;ב;ם;י;ב;ש;י;ה;ם;י;ו;ע;ה;(5, 2, 23, 2, 3751)
(5, 2, 24, 46, 3850);ן;ו;ב;ש;ח;ך;ל;מ;ן;ח;י;ס;ת;א;ך;ד;י;ב;י;ת;ת;נ;ה;א;ר;ן;נ;ר;א;ל;ח;נ;ת;א;ו;ר;ב;ע;ו;ו;ע;ס;ו;מ;ו;ק;ם;ת;ח;ת;(5, 2, 23, 52, 3801)
(5, 2, 25, 21, 3900);ת;א;ר;י;ו;ך;ד;ח;פ;ת;ת;ל;ח;א;ה;ז;ה;ם;ו;י;ה;ה;מ;ח;ל;מ;ו;ב;ר;ג;ת;ה;ו;ש;ר;ל;ח;ה;ו;צ;ר;א;ת;א;ו;י;ר;מ;א;ה;(5, 2, 24, 47, 3851)
(5, 2, 26, 2, 3950);א;ו;ך;י;נ;פ;מ;ו;ל;ח;ו;ו;ז;ג;ר;ו;ך;ע;מ;ש;ן;ו;ע;מ;ש;י;ר;ש;א;ם;י;מ;ש;ה;ל;כ;ת;ח;ת;ם;י;מ;ע;ה;י;נ;פ;ל;ע;ך;(5, 2, 25, 22, 3901)
(5, 2, 27, 4, 4000);ר;ב;ע;א;ר;מ;א;ל;ם;ו;ל;ש;י;ר;ב;ד;ן;ו;ב;ש;ח;ך;ל;מ;ן;ו;ח;י;ס;ל;א;ת;ו;מ;ד;ק;ר;ב;ד;מ;מ;ם;י;כ;א;ל;מ;ח;ל;ש;(5, 2, 26, 3, 3951)
